"id"	"name"	"POIconv"	"mass"	"Cx"	"Cy"	"Cz"	"Ixx"	"Iyy"	"Izz"	"Ixy"	"Ixz"	"Iyz"	"Ipoint"	"σ_mass"	"σ_Cx"	"σ_Cy"	"σ_Cz"	"σ_Ixx"	"σ_Iyy"	"σ_Izz"	"σ_Ixy"	"σ_Ixz"	"σ_Iyz"
"C.1.1.1.1.2.3.5"	"Part 29"	"-"	0.805263328798814	-7.15349391102791	-18.462033290416	85.6903169304132	1.088307571621	1.09015654434059	1.17801062431564	0.0107012265383713	0.0102896732183785	-0.0406692754476623	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.2.4.1"	"Part 30"	"+"	0.583134687296115	94.94110615924	-50.9608524851501	10.4748514015228	0.715495111516577	0.725854505253794	0.884398015672625	-0.00383101836360925	0.00593492173249424	-0.00691411360613922	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.2.4.2"	"Part 31"	"+"	0.818342857174575	39.3978384789079	-33.1558054778725	-6.03989749215543	0.858215613022533	0.985499731248042	0.905357750326149	-0.0696658642081562	-0.00606773110950879	-0.0110391439074631	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.2.4.3"	"Part 32"	"+"	0.0441955458675511	-4.03316589072347	44.6101119741798	48.3935904223472	0.0579869900612028	0.0562728942186963	0.0561453802201191	0.00486055035263764	-0.00556858973997732	-0.00057195410007075	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.2.4.4"	"Part 33"	"+"	0.192096048603766	-36.0961718950421	2.21075345762074	-89.0428762417287	0.217362431543058	0.25098212544075	0.252215397336928	-0.0179304253288306	0.00476539563061086	-0.0237681990695517	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.2.5.1"	"Part 34"	"-"	0.0920630493138451	89.6748322062194	88.2347384933382	-99.7386908624321	0.138208370663179	0.131886615416105	0.134073011995459	0.00366361372442254	-0.00380931547990231	-0.00307700405993145	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.2.5.2"	"Part 35"	"-"	0.417854410611792	56.5159508492798	-61.3894812762737	27.4184953887016	0.508392941668857	0.531170975264838	0.576286899421113	0.0125727160537069	-0.00776923246699307	0.0241045337904014	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.2.5.3"	"Part 36"	"-"	0.426931973826839	-18.4913453180343	6.53815143741667	-23.9841003902256	0.420790408478016	0.421873592873359	0.423397644592581	0.00547336031904917	0.00604704287425144	0.00767822344309645	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.2.5.4"	"Part 37"	"-"	0.295506719128694	3.40419108979404	-78.5805968567729	70.0419136788696	0.385241823715155	0.401481542031805	0.393603093802252	-0.00242981682455172	-0.00334643257647857	-0.00377340789537902	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.1.1"	"Part 38"	"-"	0.0847347181807272	77.0197818987072	57.163091795519	8.79549668170512	0.0948138207917075	0.104905365421977	0.0880179980922121	0.000713138769888859	-0.00445199641510318	0.00239429637671486	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.1.2"	"Part 39"	"-"	0.674433016508352	-39.7119560744613	-88.0366751458496	26.8350389786065	0.790577369618705	0.839726340692767	0.715945253206462	-0.0272331143552994	0.0150619759861489	-0.0603405329729441	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.1.3"	"Part 40"	"-"	0.72162500101258	-12.5879624858499	16.5000486187637	92.7475456614047	0.799906718906113	0.698703030686459	0.808666225500474	0.0517788838457279	-0.0452356969338265	0.0346859357659176	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.1.4"	"Part 41"	"+"	0.874195825932315	12.6778198871762	-41.7063048109412	-90.116938855499	1.10971842122674	1.15364444829684	1.08329875178256	-0.0297148188208872	-0.00732800177547923	0.0212091096805603	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.1.5"	"Part 42"	"-"	0.370049324788619	-21.0726151708513	-63.0441480781883	-42.1440844424069	0.462057162318993	0.457810426319262	0.576885745525164	-0.00661008994758661	-0.0345395125506942	0.0231068607842918	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.2.1"	"Part 43"	"-"	0.556219246879453	19.3041931372136	-29.3869407381862	62.002724269405	0.691177138640512	0.735496337718809	0.743818684662747	-0.0730427214497054	-0.033574376767501	-0.0245062696130991	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.2.2"	"Part 44"	"-"	0.174007802185835	33.6715260520577	-36.198002519086	54.4085018802434	0.210063685627561	0.202761836435193	0.224092865167079	0.0212100619111455	-0.0135882912639513	0.0103796783043924	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.2.3"	"Part 45"	"+"	0.61725696021528	-27.0616075955331	-17.1261148992926	-17.1455754898489	0.727654214045395	0.728027439108714	0.785325612099504	0.0657842319240342	-0.0849030957969664	-0.0366302040155126	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.2.4"	"Part 46"	"-"	0.400653373429319	71.0013257339597	-84.352542180568	5.50873544998467	0.395217535180205	0.406980191618852	0.399181097485529	0.00516925943802173	0.0113174008510411	-0.00424516651872362	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.3.1"	"Part 47"	"-"	0.0573152506309561	-39.5922616589814	65.496928896755	97.5226833019406	0.0671040727208062	0.0671588538609538	0.0744729717483826	0.00179215250430709	-0.00230773444880592	0.00188084943679987	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.1.3.3.2"	"Part 48"	"+"	0.803913545779884	52.0503675565124	86.3962021190673	30.373209156096	0.952683200175571	1.12565850862288	0.988230917969024	0.00571997586012359	-0.00391296911259365	-0.014784177241851	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.1.1"	"Part 49"	"-"	0.631354495252483	37.5645671505481	-98.1917895376682	85.5756373144686	0.829948900549204	0.939833399524738	0.734069003202838	-0.0603991715600581	0.0178789468880639	0.0145994175067124	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.1.2"	"Part 50"	"+"	0.981910497088684	-76.2809146661311	86.8750735651702	-59.5374675001949	1.17621746573598	1.18237870214875	1.01404689415688	-0.050409950125376	-0.102472629774563	-0.042649038498819	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.1.3"	"Part 51"	"-"	0.663106643209234	-12.2889480087906	-72.6985197979957	-75.595882255584	0.672557853483239	0.663071552989427	0.670449538899343	0.00692243869525818	-0.0155413810883574	-0.0176384376613831	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.2.1"	"Part 52"	"-"	0.661625662463484	31.0977495275438	-61.0209985170513	-53.4915681928396	0.725536226402476	0.727527783978779	0.714141638964162	0.00792084141944596	-0.0100514983663636	0.0120780714373682	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.2.2"	"Part 53"	"-"	0.917465725644957	-45.2383625786752	53.1112860422581	68.9350295811892	0.844429368965921	0.833151124307648	0.831638454491185	0.00357530393104907	0.00059048920140587	-0.000126352951184419	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.2.3"	"Part 54"	"+"	0.58263284216309	-99.7202743310481	-72.4042942747474	81.8055781535804	0.59300241286502	0.614131772188406	0.640110282597293	-0.0671501031082126	-0.0187291150007223	0.00751643018368425	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.2.4"	"Part 55"	"-"	0.0846805963912047	-14.9136212654412	41.651774244383	-24.2604544851929	0.125274543000335	0.114314380726052	0.112768614722891	0.0123588763871444	0.000224137636514722	0.000806375803814389	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.3.1"	"Part 56"	"-"	0.634334725441411	70.3716022428125	-22.0919084269553	-24.661972001195	0.729499138777926	0.682415987412598	0.68009914429026	-0.0357971603912798	0.0372186630638712	0.0659293792886341	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.3.2"	"Part 57"	"+"	0.201126068360638	-66.8255358468741	-42.923254147172	87.7180686686188	0.234958009671124	0.270743456196854	0.24636527878825	-0.00978657069007945	-0.00679813245085717	-0.0238571996862094	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.3.3"	"Part 58"	"-"	0.196139639236499	-62.0511764660478	64.8492349311709	97.0430297311395	0.229527971800929	0.216037350770883	0.220890769101362	-0.0159794593764604	-0.0158247332247511	-0.014992334962324	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.3.4"	"Part 59"	"-"	0.92665108561865	59.7965999972075	22.1607503481209	-81.7766805179417	1.11524486867824	1.07549433981118	0.998789115198904	-0.0699379199624955	0.0869260052479482	-0.014035357651984	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.3.5"	"Part 60"	"+"	0.669870069848839	-93.5116301756352	-49.6591145172715	-88.7662244495004	1.04894140931635	1.03654920025376	1.01441753685875	0.045060081857893	0.0158699288303789	-0.00312919295021188	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.4.1"	"Part 61"	"-"	0.439017718044808	-82.1517802774906	-55.4774639662355	50.8153445553035	0.6777510702497	0.67604933627605	0.649883516125762	-0.00794528218434876	0.00518349532760733	0.0167129844568208	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.4.2"	"Part 62"	"+"	0.633669968800154	-77.9578763991594	97.044891025871	23.4510272741318	0.99627935704624	0.987084381235967	1.00312012383911	-0.00143517692986275	-0.0248828460624896	0.00376907211787387	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.1.4.3"	"Part 63"	"-"	0.306630477403291	-57.8501150012016	23.402331629768	63.1775467190892	0.360469843708334	0.378299570189468	0.417697385758143	-0.0226328352229067	-0.0283653549269227	-0.00504442977454225	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.2.1.1"	"Part 64"	"+"	0.447645305671729	47.430604416877	26.7260103486478	5.13295815326273	0.507209405215157	0.612754026323443	0.571934903744701	0.00982312634165281	0.0579326442203931	-0.00528154672362298	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.2.1.2"	"Part 65"	"-"	0.491118601704948	35.2143912110478	53.6138889379799	-39.2295324709266	0.571987838507725	0.601877295731707	0.580405138475781	-0.0221777845747092	-0.00724757651525399	-0.0102408646321901	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.2.1.3"	"Part 66"	"+"	0.529623958046781	-60.7202441431582	-46.9430735334754	-57.9281458631158	0.674724549285786	0.64791968252792	0.682734052610545	-0.00077655380261116	0.00299410480046973	-0.00956575547923142	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.2.1.4"	"Part 67"	"+"	0.237911632060539	18.8663554843515	38.7074972502887	87.7236745785922	0.332434318133342	0.333534402453449	0.343575228709358	0.00522317553882887	-0.00958956769540254	-0.0104683119993719	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.2.1.5"	"Part 68"	"-"	0.513479005648522	-21.9015059061348	89.4515229389071	69.9036845937371	0.761711782334289	0.63568732555416	0.68184629966402	-0.0327900805287042	-0.0151082658314464	0.0274894850870065	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.2.2.1"	"Part 69"	"+"	0.871033064377029	-9.29502598010004	80.9028446674347	-4.0996914729476	0.968095723503172	0.927749242582593	0.887210108969026	-0.0396530166949229	-0.0113650530222697	0.0669963438903296	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.2.2.2"	"Part 70"	"-"	0.597828785017366	29.1368493344635	-17.4671955406666	-32.1286234539002	0.575778792014625	0.646707590714996	0.597088798519273	-0.0281739712417918	0.00422472355538969	-0.0125609581200005	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.1.1"	"Part 71"	"+"	0.688450673502404	-48.6980788875371	-18.2608607690781	80.9418609831482	0.665659762885297	0.730634594021685	0.744935249339488	-0.00143597040940532	0.0601072510237779	-0.00341364742073377	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.1.2"	"Part 72"	"+"	0.767230868233601	36.109979217872	86.6263759322464	84.8063223995268	0.714419756829453	0.748163170006239	0.757170372674341	0.00854926609607133	0.0168524140445726	0.00831364019004034	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.1.3"	"Part 73"	"+"	0.205705677397083	82.0548553951085	-84.0950951911509	-15.5488650780171	0.239439112761645	0.263122197017262	0.267977927730778	-0.015153707242689	-0.00374895867518508	0.00259738487987889	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.1.4"	"Part 74"	"+"	0.0920741853993386	-99.6033472009003	66.2823042366654	-59.2085472308099	0.094120933732398	0.101498008347841	0.098525864227842	0.00111847653435235	0.0039883233794352	-0.00150792799034922	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.2.1"	"Part 75"	"+"	0.00720822798763402	-66.6443053632975	-31.8851661868393	24.2664143908769	0.01152404586699	0.0100115466524521	0.00992682981812279	0.000678653280288862	-0.000426169965998698	0.000150682125232866	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.2.2"	"Part 76"	"-"	0.997817530766362	-68.3675296604633	63.4622503537685	-87.6208200585097	1.35912696605959	1.39851257979632	1.37746320950361	-0.0135833753914504	-0.00208784914136987	-0.0209127539544105	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.2.3"	"Part 77"	"+"	0.650682857146487	35.6447104364634	99.3266966193914	-5.12231956236064	0.943754113365391	0.782643949884762	0.753857718903258	-0.042295224270593	0.0212615446117034	0.0273128853089412	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.3.1"	"Part 78"	"+"	0.21532200227445	70.1228958554566	-26.7805870622396	-62.7624043729156	0.284449604576473	0.301954825960911	0.28621977226552	-0.00825432083616901	-0.00540228355650109	-0.0105311089586105	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.3.2"	"Part 79"	"+"	0.799701925091445	94.279481144622	-26.4770789537579	49.6241682209074	1.19304563343862	1.17124304969436	1.23286438849168	-0.00566897272963288	-0.00381072580336298	-0.00317035105868945	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.3.3"	"Part 80"	"-"	0.613845577183645	-44.033051468432	79.6095752157271	-60.3143900632858	0.764292352767484	0.742401025085552	0.877007072442999	0.0233801580073033	-0.0101744511787287	-0.00525918738737508	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.3.4"	"Part 81"	"+"	0.80134014940192	-16.1540068220347	-98.7913038115948	-36.2314942292869	1.17729038440871	1.09156750734805	1.18155150829108	-0.0485808020042646	-0.00466930175882933	0.00218105577551172	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.4.1"	"Part 82"	"+"	0.656659600999439	-46.410070033744	34.1631717514247	13.8890732079744	0.89655481999175	0.889821533630548	1.01101702103765	0.00206305696373939	0.0577090503295904	-0.028532216782934	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.4.2"	"Part 83"	"+"	0.581003796394914	-87.154341256246	53.9881552103907	81.6310951020569	0.890564097736224	0.944834179233263	0.869042511516954	0.0203333991759614	0.00295673302521104	-0.00655982578682329	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.4.3"	"Part 84"	"+"	0.110891195422504	3.74940745532513	80.1978447008878	26.5232748817652	0.125690238870511	0.113888053547035	0.137805981726983	-0.0165333963831725	-0.00750760733383917	0.00418417951971405	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.4.4"	"Part 85"	"-"	0.18936547216028	-0.924637028947473	30.1033597905189	43.226765980944	0.257907881689325	0.262120437509488	0.246199354019002	0.00631636251502963	-0.011329413775258	0.00492851682690053	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.5.1"	"Part 86"	"-"	0.898207511994988	-29.4415693730116	89.0515196602792	11.1016352660954	1.08737256906268	1.08142435741791	0.864276327512141	-0.0382755671449907	0.0397460483829128	-0.0247006917260816	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.1.2.3.5.2"	"Part 87"	"-"	0.559123170797247	76.8368490505964	-44.9383627157658	6.49936096742749	0.617289722370638	0.737183321813785	0.670177592846415	0.0409882389267917	-0.024556872991276	-0.0321174977263682	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.1.1.1"	"Part 88"	"+"	0.0043019294787664	19.4323115050793	-11.168191768229	-53.2120031304658	0.00495839026937218	0.00502449546530032	0.00508783846719079	-3.39495755248404e-05	3.90054991906088e-05	-1.64904058830495e-05	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.1.1.2"	"Part 89"	"-"	0.307861746486742	-99.4238763581961	97.7028390858322	-77.7220879215747	0.424699609699937	0.426978018945337	0.440146987021439	-0.0222934759946668	0.026881103304364	-0.0171816977878955	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.1.1.3"	"Part 90"	"-"	0.286260877443478	-10.0951994303614	74.0233784541488	30.3919544443488	0.403474544962788	0.367574995960127	0.350817138992021	-0.0442105633683734	-0.001300219556336	-0.00074996889253695	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.1.1.4"	"Part 91"	"-"	0.811192439643433	37.0069398544729	-60.3350124321878	94.4205545820296	1.03970699315105	1.13075516638592	1.0329641415116	0.0383106950140219	-0.00111246470896449	0.00375755898161529	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.1.2.1"	"Part 92"	"-"	0.43530927248369	-88.552583893761	58.4372264333069	-47.8541892953217	0.626213694901464	0.588854608543162	0.600481961706191	-0.0134524262906963	-0.0265765747583873	0.0133779561469469	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.1.2.2"	"Part 93"	"-"	0.533554457529448	-39.8442312143743	-68.6728187371045	-74.2253398522735	0.696049979472263	0.693026273723528	0.743366212624558	-0.0138296970542498	-0.0658840958269076	0.00335119504955992	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.1.3.1"	"Part 94"	"-"	0.0922233985245693	-96.317903092131	84.8490918986499	-39.6500115748495	0.110375762604553	0.129943508772743	0.112100515928921	0.000857321903516754	-0.00833157994164994	0.0010962032007255	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.1.3.2"	"Part 95"	"+"	0.71639903986943	8.12985668890178	-20.3334502410144	1.80397601798177	0.872401873498569	0.799032072876069	0.851636516494979	0.00104241848749775	-0.0594423261171248	-0.00104859113194772	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.1.2.1.2.1.1"	"Part 96"	"-"	0.348803814729908	54.2984487023205	-70.1711591333151	-68.4647424146533	0.413518113966864	0.472257678795937	0.419277273582757	0.0174658541632257	-0.000744786795115872	0.00515838314700564	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
